local_path,obs_key,size,status,message
E:\PythonProject\obs_sync_check\.git\objects\1a\c4c2b8a1d32c5d515c5d3dce903131aee13ea6,test_0312/.git/objects/1a/c4c2b8a1d32c5d515c5d3dce903131aee13ea6,161,SUCCESS,
E:\PythonProject\obs_sync_check\core\__pycache__\scanner.cpython-313.pyc,test_0312/core/__pycache__/scanner.cpython-313.pyc,6716,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\20\47090bbb83bc9a266f50eb6af5ab0cd7949088,test_0312/.git/objects/20/47090bbb83bc9a266f50eb6af5ab0cd7949088,85,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\0f\16561da0223b501b4de23042cdf1ea4c5f480e,test_0312/.git/objects/0f/16561da0223b501b4de23042cdf1ea4c5f480e,47,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\24\606b36cd3f0299ea2083def5f80c5af4c12bc6,test_0312/.git/objects/24/606b36cd3f0299ea2083def5f80c5af4c12bc6,197,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\18\b64e6919b69b1e58ff007576165e91ead2f439,test_0312/.git/objects/18/b64e6919b69b1e58ff007576165e91ead2f439,72,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1c\e71a6cf83fdc6a3faf8c0b3d4059011b71bc35,test_0312/.git/objects/1c/e71a6cf83fdc6a3faf8c0b3d4059011b71bc35,439,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1f\496c373861e90aa6f3e172afc52a496a2a55a6,test_0312/.git/objects/1f/496c373861e90aa6f3e172afc52a496a2a55a6,2403,SUCCESS,
E:\PythonProject\obs_sync_check\state\tasks.db,test_0312/state/tasks.db,2437120,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1c\bb909c931a9c0b831fe42764f0b415f593ea85,test_0312/.git/objects/1c/bb909c931a9c0b831fe42764f0b415f593ea85,442,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\30\1ab4c6b487cdcb57c7855f4278634706090a3d,test_0312/.git/objects/30/1ab4c6b487cdcb57c7855f4278634706090a3d,52,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\0e\3e0e3a2a6fc21cb25c5266915b109ae4886f74,test_0312/.git/objects/0e/3e0e3a2a6fc21cb25c5266915b109ae4886f74,410,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_testclinic.pyd,test_0312/.venv/Scripts/_testclinic.pyd,93968,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1d\c9979d57a51104773327cead2689ac76e52b77,test_0312/.git/objects/1d/c9979d57a51104773327cead2689ac76e52b77,3837,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\09\91c92f4347e0c1db8cad2f03e06f9d1efa21e5,test_0312/.git/objects/09/91c92f4347e0c1db8cad2f03e06f9d1efa21e5,3422,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\12\e24788b81b50265ae37be003e95ae653dc724e,test_0312/.git/objects/12/e24788b81b50265ae37be003e95ae653dc724e,117,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\10\b731c518c79596ed8690544cfbc87a98cf7e36,test_0312/.git/objects/10/b731c518c79596ed8690544cfbc87a98cf7e36,124,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1e\63dc3dbb8329ef87f64a24669faa6a43ab42fe,test_0312/.git/objects/1e/63dc3dbb8329ef87f64a24669faa6a43ab42fe,866,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_tkinter.pyd,test_0312/.venv/Scripts/_tkinter.pyd,66320,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\23\bf3d21d3189172245c8a7de9c25ca2bb9b7a33,test_0312/.git/objects/23/bf3d21d3189172245c8a7de9c25ca2bb9b7a33,476,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\26\cf02316382e52c78d9a35fea3846f77510f83e,test_0312/.git/objects/26/cf02316382e52c78d9a35fea3846f77510f83e,203,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\0c\03ad5aeb37670303c6a7696d0bc561c26e0e50,test_0312/.git/objects/0c/03ad5aeb37670303c6a7696d0bc561c26e0e50,3868,SUCCESS,
E:\PythonProject\obs_sync_check\logs\obs_sync_check_20260414_1.log,test_0312/logs/obs_sync_check_20260414_1.log,757970,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\19\4d0d14ecc5458a44b2492269ed062bd8299f94,test_0312/.git/objects/19/4d0d14ecc5458a44b2492269ed062bd8299f94,288,SUCCESS,
E:\PythonProject\obs_sync_check\logs\obs_sync_check_20260414_8.log,test_0312/logs/obs_sync_check_20260414_8.log,787936,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\34\49f2dbb6551c180c7d084ca05c75985be0141b,test_0312/.git/objects/34/49f2dbb6551c180c7d084ca05c75985be0141b,6018,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\36\6978c87f099d41e9bfc0a6441205d305f3152c,test_0312/.git/objects/36/6978c87f099d41e9bfc0a6441205d305f3152c,60,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\15\942d8a74c901dcbc7507eb5de83f6524cbb9f7,test_0312/.git/objects/15/942d8a74c901dcbc7507eb5de83f6524cbb9f7,476,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\zlib1.dll,test_0312/.venv/Scripts/zlib1.dll,146192,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\31\04bdc3dc17acad507c8c06236ad155842733b5,test_0312/.git/objects/31/04bdc3dc17acad507c8c06236ad155842733b5,441,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2b\48db393877c6a5d4ab5679b2ded4b04408ceda,test_0312/.git/objects/2b/48db393877c6a5d4ab5679b2ded4b04408ceda,366,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\36\f5dab2f709659c4b407f0289e3840b65a5efda,test_0312/.git/objects/36/f5dab2f709659c4b407f0289e3840b65a5efda,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2f\2cd3a2ce571c3aa1b67aac4809d282bcac82ce,test_0312/.git/objects/2f/2cd3a2ce571c3aa1b67aac4809d282bcac82ce,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\26\5fe2a140e769d720609470b0634601e8feb19c,test_0312/.git/objects/26/5fe2a140e769d720609470b0634601e8feb19c,438,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2a\0df2cad1d787a4db125ec1bef6acc7f5a737d0,test_0312/.git/objects/2a/0df2cad1d787a4db125ec1bef6acc7f5a737d0,410,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\15\39fad397970f2a124f8f3911889d41b0b7c373,test_0312/.git/objects/15/39fad397970f2a124f8f3911889d41b0b7c373,1112,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\17\a9da4e65d60801c88f6e57f9e360d03d2e9e05,test_0312/.git/objects/17/a9da4e65d60801c88f6e57f9e360d03d2e9e05,438,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\29\bcc08175d0fc5fd21f6794c8c3b66574546365,test_0312/.git/objects/29/bcc08175d0fc5fd21f6794c8c3b66574546365,3044,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\15\3b5d4251c54277c09d5ce958a5a1dc4f901e87,test_0312/.git/objects/15/3b5d4251c54277c09d5ce958a5a1dc4f901e87,836,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3a\238079f6f2f921521d4918a25626eda342f5c2,test_0312/.git/objects/3a/238079f6f2f921521d4918a25626eda342f5c2,101,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\39\54210725ae82fa73a8aa9f4f142213488d7d2e,test_0312/.git/objects/39/54210725ae82fa73a8aa9f4f142213488d7d2e,1670,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_testlimitedcapi.pyd,test_0312/.venv/Scripts/_testlimitedcapi.pyd,136464,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\35\d63e994e89d1825df2f8463684b464677bc108,test_0312/.git/objects/35/d63e994e89d1825df2f8463684b464677bc108,66,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\29\854c8629853134e4903dc01f0acc49bc1ba5a7,test_0312/.git/objects/29/854c8629853134e4903dc01f0acc49bc1ba5a7,81621,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3b\8c8c493b1dc61007c9042c65d688f75462951c,test_0312/.git/objects/3b/8c8c493b1dc61007c9042c65d688f75462951c,3870,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\39\66b22c21299456401e5db0378b9065620b04e0,test_0312/.git/objects/39/66b22c21299456401e5db0378b9065620b04e0,192,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3a\70ed0d48bc083fd79d41f3e1318d24201849b5,test_0312/.git/objects/3a/70ed0d48bc083fd79d41f3e1318d24201849b5,289,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1a\b637853117f743a4e9083b88dc3042228c17ec,test_0312/.git/objects/1a/b637853117f743a4e9083b88dc3042228c17ec,443,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\38\9d532a88f726b5cbcef602c11a9ccfcb770c11,test_0312/.git/objects/38/9d532a88f726b5cbcef602c11a9ccfcb770c11,2700,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\40\c19622d9abafb3857d6f29f3a4a86448152175,test_0312/.git/objects/40/c19622d9abafb3857d6f29f3a4a86448152175,3590,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\35\d0d119e4334aa24a2277d4b7b4a325c6c3704a,test_0312/.git/objects/35/d0d119e4334aa24a2277d4b7b4a325c6c3704a,862,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\43\0691521e14bb19f32619aeac5bc155dfe0cee7,test_0312/.git/objects/43/0691521e14bb19f32619aeac5bc155dfe0cee7,2309,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\29\9d672e5c6700a3a2ad38a8744f1ac45b31ef3e,test_0312/.git/objects/29/9d672e5c6700a3a2ad38a8744f1ac45b31ef3e,9927,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2d\9e35ebcc502ec38c3174a9f3f767b9fd617c3b,test_0312/.git/objects/2d/9e35ebcc502ec38c3174a9f3f767b9fd617c3b,81927,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3f\457b4e25a6aaefd66ff9c3057f8d5db8890ea3,test_0312/.git/objects/3f/457b4e25a6aaefd66ff9c3057f8d5db8890ea3,1513,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3f\edafca52100303742cab74fd3ebc7237075635,test_0312/.git/objects/3f/edafca52100303742cab74fd3ebc7237075635,662,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\39\5255a667697d8672ee83b645521f54636e1d6b,test_0312/.git/objects/39/5255a667697d8672ee83b645521f54636e1d6b,4148,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3a\7500dad6cf88e5ddfc135f101fb77ad08f94db,test_0312/.git/objects/3a/7500dad6cf88e5ddfc135f101fb77ad08f94db,439,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1b\71ada00f20a1cdee29f2f923b073d67e980683,test_0312/.git/objects/1b/71ada00f20a1cdee29f2f923b073d67e980683,329,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\44\c865cda60d7500b1d4361d31b181655651fef5,test_0312/.git/objects/44/c865cda60d7500b1d4361d31b181655651fef5,53,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\39\0321a2325b7d104dfe3c9f183993dd4acc95ba,test_0312/.git/objects/39/0321a2325b7d104dfe3c9f183993dd4acc95ba,3896,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\43\02303a3474ddcf97a4952073ce078ba256ab63,test_0312/.git/objects/43/02303a3474ddcf97a4952073ce078ba256ab63,1405,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\22\a11df202ad79f706d1018d57554a98f400e52a,test_0312/.git/objects/22/a11df202ad79f706d1018d57554a98f400e52a,1409,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\34\e4db78a0338897066396e8566e0209c8bc3f89,test_0312/.git/objects/34/e4db78a0338897066396e8566e0209c8bc3f89,317,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\57\06b85deffc376da3e4f99878092a9957b92e47,test_0312/.git/objects/57/06b85deffc376da3e4f99878092a9957b92e47,1323,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\18\b17ede795a42592449533c666f8f0bca18b82f,test_0312/.git/objects/18/b17ede795a42592449533c666f8f0bca18b82f,479,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1d\e105e129eea790a5dd99bd6161cdca57b8ab46,test_0312/.git/objects/1d/e105e129eea790a5dd99bd6161cdca57b8ab46,562,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3a\9a1090a5313dc529609b0c5d00e804f5347a5c,test_0312/.git/objects/3a/9a1090a5313dc529609b0c5d00e804f5347a5c,76347,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\26\11fb3191484f2919f2df777e6cb03dfcb46cfe,test_0312/.git/objects/26/11fb3191484f2919f2df777e6cb03dfcb46cfe,387,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\27\621f7616ac065ae52dd38e5f50d65f08045a6a,test_0312/.git/objects/27/621f7616ac065ae52dd38e5f50d65f08045a6a,1371,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\0b\45ae2964ca1f26a4025334c437eb85b96c2334,test_0312/.git/objects/0b/45ae2964ca1f26a4025334c437eb85b96c2334,4875,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2d\67a622f975ae96c639206233edef1f55afd213,test_0312/.git/objects/2d/67a622f975ae96c639206233edef1f55afd213,1671,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_ctypes.pyd,test_0312/.venv/Scripts/_ctypes.pyd,131344,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\44\88281f2bf8c33b2ea0f78ebbe4af5b64364d00,test_0312/.git/objects/44/88281f2bf8c33b2ea0f78ebbe4af5b64364d00,4557,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2b\895c49672d8227aa334743f16e82f75153c13f,test_0312/.git/objects/2b/895c49672d8227aa334743f16e82f75153c13f,157,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_sqlite3.pyd,test_0312/.venv/Scripts/_sqlite3.pyd,128272,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2b\e6d67e029296153a2978d21d7fb5bd034ab23d,test_0312/.git/objects/2b/e6d67e029296153a2978d21d7fb5bd034ab23d,165,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\50\d9965951b21b9eec919bfa667eda398d4bfb52,test_0312/.git/objects/50/d9965951b21b9eec919bfa667eda398d4bfb52,546,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\libssl-3.dll,test_0312/.venv/Scripts/libssl-3.dll,792856,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\34\689b8880b7d6cb74b11bec523cd688154e3ff2,test_0312/.git/objects/34/689b8880b7d6cb74b11bec523cd688154e3ff2,287,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\26\97bc788ccb01eb1c876a6bac0dd50e98b43aa4,test_0312/.git/objects/26/97bc788ccb01eb1c876a6bac0dd50e98b43aa4,439,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2b\9c2f68b1bff8d0eea7265641532a784a92505c,test_0312/.git/objects/2b/9c2f68b1bff8d0eea7265641532a784a92505c,485805,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\4d\7ca5e66005886c970d31aa33650f86a2fef825,test_0312/.git/objects/4d/7ca5e66005886c970d31aa33650f86a2fef825,1489,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\64\2b2023a287017bf3fdcea6d771fc91a8f34602,test_0312/.git/objects/64/2b2023a287017bf3fdcea6d771fc91a8f34602,438,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\45\7cdf8e3e06410c1a263a40c4456f06087900b4,test_0312/.git/objects/45/7cdf8e3e06410c1a263a40c4456f06087900b4,970,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3f\551adc06e9bed702b65a2816de7aed99d1671c,test_0312/.git/objects/3f/551adc06e9bed702b65a2816de7aed99d1671c,175,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\53\e6f6d79d137dad530ba6ae92493cc1598bc442,test_0312/.git/objects/53/e6f6d79d137dad530ba6ae92493cc1598bc442,95,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\47\b31aeb7287684ecfd27318dbfc0fb74857d4b2,test_0312/.git/objects/47/b31aeb7287684ecfd27318dbfc0fb74857d4b2,160,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\_decimal.pyd,test_0312/.venv/Scripts/_decimal.pyd,277776,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1f\1559f81e8566dcc393c8f1a2a2bd0edc970934,test_0312/.git/objects/1f/1559f81e8566dcc393c8f1a2a2bd0edc970934,4207,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\5a\233c62de0020272bfecb7a05d1b52abca8e64b,test_0312/.git/objects/5a/233c62de0020272bfecb7a05d1b52abca8e64b,2671,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\57\f15de4bcf71846913b4ae3187a705a01f89489,test_0312/.git/objects/57/f15de4bcf71846913b4ae3187a705a01f89489,442,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\64\37be5d4f02b9cc6e963c1bfb1b9156edcc06f1,test_0312/.git/objects/64/37be5d4f02b9cc6e963c1bfb1b9156edcc06f1,662,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\5e\f5d646543e84f6b1ce4f9cff0c0ab0c99802d0,test_0312/.git/objects/5e/f5d646543e84f6b1ce4f9cff0c0ab0c99802d0,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\64\494bac989ba86b400058937e2315791229d546,test_0312/.git/objects/64/494bac989ba86b400058937e2315791229d546,408,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\64\4be0a49bccf6bb5ca4d0ee6c33faf9745b2222,test_0312/.git/objects/64/4be0a49bccf6bb5ca4d0ee6c33faf9745b2222,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\6a\e24f409b9b00dfef5e7119ca8744a78773f64e,test_0312/.git/objects/6a/e24f409b9b00dfef5e7119ca8744a78773f64e,101,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\66\3e5fb8c3995d8abd9e4e3a9aa0beff570b975b,test_0312/.git/objects/66/3e5fb8c3995d8abd9e4e3a9aa0beff570b975b,1136,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\34\0a0b487f905cf283b8483ac4578ff43e460657,test_0312/.git/objects/34/0a0b487f905cf283b8483ac4578ff43e460657,3086,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\6d\36337d81b80e44ed8ab3e682699244558f3d41,test_0312/.git/objects/6d/36337d81b80e44ed8ab3e682699244558f3d41,794,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\1f\d2912269551c1824d80fc88c23ffe042d88fdf,test_0312/.git/objects/1f/d2912269551c1824d80fc88c23ffe042d88fdf,437,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\5d\6a642f1c08d9c2dac823cdff84d4f65c7239a8,test_0312/.git/objects/5d/6a642f1c08d9c2dac823cdff84d4f65c7239a8,443,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\34\5e303f2c40edcfef6a97c4c1cd7abdfa13449b,test_0312/.git/objects/34/5e303f2c40edcfef6a97c4c1cd7abdfa13449b,1214,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\2d\93de67d5388db0d1781db319973ba4a6afb08f,test_0312/.git/objects/2d/93de67d5388db0d1781db319973ba4a6afb08f,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\25\c442cfb1c85c38f5da7d7a144fe393db10ea12,test_0312/.git/objects/25/c442cfb1c85c38f5da7d7a144fe393db10ea12,53,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\35\52084e770b6822d7cf8dcff39cb423b4d5a072,test_0312/.git/objects/35/52084e770b6822d7cf8dcff39cb423b4d5a072,571,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\36\bb79f02339300e8c1757392227c2627658e971,test_0312/.git/objects/36/bb79f02339300e8c1757392227c2627658e971,1407,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\75\be698b82cccb9803c07a3ee711cc4604f6ec2f,test_0312/.git/objects/75/be698b82cccb9803c07a3ee711cc4604f6ec2f,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\63\a910b6fa56f31405a6f5c4a10383fc5951fd07,test_0312/.git/objects/63/a910b6fa56f31405a6f5c4a10383fc5951fd07,6574,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3e\96b7f39d7bc37460542a8ce1011406e83cf924,test_0312/.git/objects/3e/96b7f39d7bc37460542a8ce1011406e83cf924,423076,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\62\8e1d1d3041edb0c404f8e2ff361fc1a192d581,test_0312/.git/objects/62/8e1d1d3041edb0c404f8e2ff361fc1a192d581,492,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\75\3c7988865ca707a2d6b87a5a7fbd036780cf56,test_0312/.git/objects/75/3c7988865ca707a2d6b87a5a7fbd036780cf56,85426,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\78\778da59a4d32852b3b3ea2742c474fbc1bf236,test_0312/.git/objects/78/778da59a4d32852b3b3ea2742c474fbc1bf236,3564,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\64\cf80b1b96d1c03dba255aa67054f945e316cb1,test_0312/.git/objects/64/cf80b1b96d1c03dba255aa67054f945e316cb1,3044,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\66\dee6783abec3d380c52e0ccc3f33ef50b67f4e,test_0312/.git/objects/66/dee6783abec3d380c52e0ccc3f33ef50b67f4e,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\68\a413e97dec2dfd60cd779f2e016206c79a6cf2,test_0312/.git/objects/68/a413e97dec2dfd60cd779f2e016206c79a6cf2,61,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\55\27e558dae022ff306de1f20cd1d792c3a411ca,test_0312/.git/objects/55/27e558dae022ff306de1f20cd1d792c3a411ca,754,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\5e\7ee8c6871f6586bfee1e69a6a38af612a9b8be,test_0312/.git/objects/5e/7ee8c6871f6586bfee1e69a6a38af612a9b8be,657,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\71\7ce4c9423be7ebd5deed6248d35e8f54a4e249,test_0312/.git/objects/71/7ce4c9423be7ebd5deed6248d35e8f54a4e249,475,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\44\00c108c73fe2bf1a93614bcc3ef7d707ae9928,test_0312/.git/objects/44/00c108c73fe2bf1a93614bcc3ef7d707ae9928,2700,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\72\f07e10f8ec8402bf167515f5981e9681a22fb2,test_0312/.git/objects/72/f07e10f8ec8402bf167515f5981e9681a22fb2,72,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\74\998cd591777112319a55f7869005ac920756cc,test_0312/.git/objects/74/998cd591777112319a55f7869005ac920756cc,410,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\sqlite3.dll,test_0312/.venv/Scripts/sqlite3.dll,1540368,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\76\a275ef13f536321a73ccd9d2516b9652afe732,test_0312/.git/objects/76/a275ef13f536321a73ccd9d2516b9652afe732,260,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\60\0c9833155bece2acebfa08a2b040bb9b554b6d,test_0312/.git/objects/60/0c9833155bece2acebfa08a2b040bb9b554b6d,176,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\3d\61fd9b08a887d428180865d6fccf61a6f0fe85,test_0312/.git/objects/3d/61fd9b08a887d428180865d6fccf61a6f0fe85,1135,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\7f\fd99cbb199989a0fa494505aa0eb48b6f46d08,test_0312/.git/objects/7f/fd99cbb199989a0fa494505aa0eb48b6f46d08,2362,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\65\254eeb2680afac26787769931b3392e3fbc6ba,test_0312/.git/objects/65/254eeb2680afac26787769931b3392e3fbc6ba,937,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\47\d654e75fdcbfe470f78d3fc857c1819bdd9655,test_0312/.git/objects/47/d654e75fdcbfe470f78d3fc857c1819bdd9655,1031,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\4c\851d297499455a7d673b68be00d4520d0974b2,test_0312/.git/objects/4c/851d297499455a7d673b68be00d4520d0974b2,443,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\58\ba2e1b70dfbfa274c55b1a292425d1cf1f91e9,test_0312/.git/objects/58/ba2e1b70dfbfa274c55b1a292425d1cf1f91e9,57697,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\4b\bff6863a725cc263891fb323890f2db9383c6b,test_0312/.git/objects/4b/bff6863a725cc263891fb323890f2db9383c6b,231,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\85\3e8427d5b6a6fb13eb25459cb166a616060db4,test_0312/.git/objects/85/3e8427d5b6a6fb13eb25459cb166a616060db4,378,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\80\c7fe2934c8991d5644cc478ccc68508ed7fbe1,test_0312/.git/objects/80/c7fe2934c8991d5644cc478ccc68508ed7fbe1,11290,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\54\eac5e8a6665780011e32f2f900b11952681160,test_0312/.git/objects/54/eac5e8a6665780011e32f2f900b11952681160,289,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\7d\00141d2799a151079db307795c24dc015f450a,test_0312/.git/objects/7d/00141d2799a151079db307795c24dc015f450a,288,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\40\203becc3724e4fd76cf1c99a5175825d750878,test_0312/.git/objects/40/203becc3724e4fd76cf1c99a5175825d750878,467254,SUCCESS,
